iter	Logloss
118	0.01134851155
119	0.01133648231
120	0.01133645182
121	0.01133644166
122	0.01132193391
123	0.01132193391
124	0.0112968999
125	0.01126882602
126	0.01126882602
127	0.01126036302
128	0.01120848547
129	0.01120848547
130	0.01118818764
131	0.01118814611
132	0.01116382734
133	0.01114596173
134	0.01114596173
135	0.01112586221
136	0.0111258359
137	0.01110320051
138	0.0111031939
139	0.0110884526
140	0.01106380242
141	0.01105290216
142	0.01103558019
143	0.01101392034
144	0.01097200338
145	0.01095551343
146	0.01095550646
147	0.01095550113
148	0.01095549238
149	0.01094330095
150	0.01092112892
151	0.01089464316
152	0.01089464316
153	0.0108946043
154	0.01087564034
155	0.0108616087
156	0.0108616087
157	0.01086159019
158	0.01086158876
159	0.01086157617
160	0.01086155736
161	0.0108481359
162	0.01084813427
163	0.01084813427
164	0.0108368124
165	0.0108368124
166	0.0108368124
167	0.01083679175
168	0.0108367616
169	0.01083672979
170	0.01083672227
171	0.01083672227
172	0.01083670491
173	0.01083670304
174	0.01083669659
175	0.01083669439
176	0.01083668705
177	0.01083667278
178	0.01083667009
179	0.01083666917
180	0.01083666673
181	0.01083660787
182	0.01083660787
183	0.01083660518
184	0.01083659787
185	0.01083659518
186	0.01083659211
187	0.01083658725
188	0.01083657979
189	0.01083657881
190	0.0108365749
191	0.01083657246
192	0.01083656977
193	0.01083656977
194	0.01083656721
195	0.01083656521
196	0.01083655804
197	0.01083655605
198	0.01083654639
199	0.0108365444
200	0.01083653012
201	0.01083652624
202	0.01083652383
203	0.01083650817
204	0.01083650038
205	0.01083649327
206	0.01083648549
207	0.0108364784
208	0.01083647646
209	0.01083647453
210	0.01083647259
211	0.01083646903
212	0.0108364671
213	0.01083646516
214	0.01083645743
215	0.01083644342
216	0.0108364415
217	0.0108364415
218	0.0108364415
219	0.01083643638
220	0.01083643445
221	0.01083640612
222	0.01083639818
223	0.01083638232
224	0.01083636822
225	0.01083636438
226	0.0108363624
227	0.01083635449
228	0.01083634038
229	0.01083631217
230	0.01083630451
231	0.01083629044
232	0.01083627639
233	0.01083626061
234	0.0108362536
235	0.01083624659
236	0.01083623872
237	0.01083623777
238	0.01083623777
239	0.01083623077
240	0.01083622377
241	0.01083621678
242	0.01083620916
243	0.01083620217
244	0.01083619824
245	0.01083619126
246	0.01083619031
247	0.01083618936
248	0.01083618841
249	0.01083618144
250	0.01083617795
251	0.01083617402
252	0.01083617054
253	0.01083616661
254	0.01083616269
255	0.01083614876
256	0.01083614497
257	0.01083614118
258	0.0108361374
259	0.01083613348
260	0.01083612653
261	0.01083611958
262	0.01083611566
263	0.01083610811
264	0.0108361042
265	0.01083609668
266	0.01083608973
267	0.01083608279
268	0.01083607586
269	0.01083607195
270	0.01083607007
271	0.01083606617
272	0.0108360627
273	0.01083605924
274	0.01083605534
275	0.01083605144
276	0.01083604956
277	0.0108360461
278	0.01083604415
279	0.01083604069
280	0.0108360332
281	0.01083601763
282	0.01083601576
283	0.01083600022
284	0.01083599649
285	0.01083598266
286	0.01083597894
287	0.01083597522
288	0.01083596141
289	0.01083595753
290	0.01083595366
291	0.01083594979
292	0.01083594593
293	0.01083594248
294	0.01083593506
295	0.01083593135
296	0.01083592446
297	0.01083590902
298	0.01083590213
299	0.01083589525
300	0.01083589433
301	0.01083589047
302	0.01083588955
303	0.01083588863
304	0.01083588478
305	0.0108358779
306	0.01083587405
307	0.01083586718
308	0.01083586333
309	0.01083585949
310	0.01083585212
311	0.01083584525
312	0.01083584182
313	0.01083583447
314	0.01083583355
315	0.01083581983
316	0.01083581216
317	0.01083580449
318	0.01083580083
319	0.01083579717
320	0.01083578348
321	0.01083577582
322	0.010835772
323	0.01083576818
324	0.01083576436
325	0.01083576055
326	0.01083575293
327	0.01083573833
328	0.0108357315
329	0.01083572467
330	0.01083572285
331	0.01083572285
332	0.01083572103
333	0.01083569375
334	0.01083569375
335	0.01083566653
336	0.01083566313
337	0.01083564792
338	0.01083564792
339	0.01083562078
340	0.01083560724
341	0.01083560724
342	0.01083555319
343	0.0108355456
344	0.0108355456
345	0.01083553803
346	0.01083553803
347	0.01083553046
348	0.01083553046
349	0.01083553046
350	0.01083552686
351	0.01083551965
352	0.01083550529
353	0.01083549857
354	0.0108354717
355	0.01083546793
356	0.01083546123
357	0.01083545745
358	0.01083543068
359	0.01083542399
360	0.01083541064
361	0.01083539731
362	0.01083538399
363	0.01083536975
364	0.01083536643
365	0.01083536311
366	0.01083536311
367	0.01083535978
368	0.01083535624
369	0.0108353527
370	0.01083534938
371	0.01083534274
372	0.0108353352
373	0.01083532857
374	0.0108353215
375	0.01083531398
376	0.01083531067
377	0.01083531067
378	0.01083530362
379	0.01083530186
380	0.01083527538
381	0.01083527538
382	0.01083527538
383	0.01083527538
384	0.01083527207
385	0.01083526877
386	0.01083526877
387	0.01083526877
388	0.01083526877
389	0.01083526877
390	0.01083526877
391	0.01083526701
392	0.01083526526
393	0.01083526351
394	0.01083526021
395	0.01083525645
396	0.01083525315
397	0.01083524985
398	0.01083524285
399	0.0108352411
400	0.01083523935
401	0.0108352356
402	0.01083523185
403	0.0108352281
404	0.01083521492
405	0.01083520175
406	0.01083519988
407	0.01083519639
408	0.0108351701
409	0.01083516662
410	0.01083516315
411	0.01083515659
412	0.01083515472
413	0.01083515285
414	0.01083515098
415	0.01083514911
416	0.01083514255
417	0.010835136
418	0.01083512907
419	0.01083512252
420	0.01083511598
421	0.01083511253
422	0.01083510907
423	0.01083510562
424	0.0108350795
425	0.01083507763
426	0.01083507677
427	0.01083507351
428	0.01083507025
429	0.01083505532
430	0.01083504788
431	0.01083504702
432	0.01083503958
433	0.01083503958
434	0.01083503958
435	0.01083503271
436	0.01083501969
437	0.01083501969
438	0.01083501969
439	0.01083499369
440	0.01083498997
441	0.01083498655
442	0.01083497913
443	0.01083497171
444	0.01083496431
445	0.01083496062
446	0.01083495692
447	0.01083494954
448	0.0108349427
449	0.01083493622
450	0.0108349294
451	0.01083491466
452	0.01083489996
453	0.01083489672
454	0.01083489672
455	0.01083489349
456	0.01083489025
457	0.01083488701
458	0.01083488701
459	0.01083488701
460	0.01083488378
461	0.01083488055
462	0.01083487731
463	0.01083487561
464	0.01083487561
465	0.01083487561
466	0.01083487392
467	0.01083484808
468	0.01083484638
469	0.01083483905
470	0.01083483228
471	0.01083482552
472	0.0108348182
473	0.0108348182
474	0.01083481483
475	0.01083481146
476	0.0108348081
477	0.01083480444
478	0.01083480108
479	0.01083479773
480	0.01083479408
481	0.01083478738
482	0.01083478373
483	0.01083477037
484	0.01083476954
485	0.0108347631
486	0.01083475978
487	0.0108347465
488	0.01083474329
489	0.01083474146
490	0.01083473485
491	0.01083473403
492	0.01083473403
493	0.01083473403
494	0.01083470835
495	0.01083470752
496	0.01083470024
497	0.01083470024
498	0.01083470024
499	0.01083469695
